time_s,Vibration [a.u.],RPM [rpm]
0.975,0.5505763592,1038.75
0.9752,0.6478578461,1038.84
0.9754,0.4974452298,1038.93
0.9756,0.4332534377,1039.02
0.9758,0.4634423925,1039.11
0.976,0.5185249881,1039.2
0.9762,0.4614535045,1039.29
0.9764,0.4492149416,1039.38
0.9766,0.4894257762,1039.47
0.9768,0.4511689952,1039.56
0.977,0.4129590522,1039.65
0.9772,0.4590422867,1039.74
0.9774,0.3951125986,1039.83
0.9776,0.4240423555,1039.92
0.9778,0.4967155346,1040.01
0.978,0.3267330577,1040.1
0.9782,0.4740368601,1040.19
0.9784,0.3297770769,1040.28
0.9786,0.407148069,1040.37
0.9788,0.3069145367,1040.46
0.979,0.3732265138,1040.55
0.9792,0.3483940089,1040.64
0.9794,0.3459542132,1040.73
0.9796,0.3299501217,1040.82
0.9798,0.4169361249,1040.91
0.98,0.3885999113,1041
0.9802,0.2794838216,1041.09
0.9804,0.2627242623,1041.18
0.9806,0.3182044305,1041.27
0.9808,0.2594343167,1041.36
0.981,0.3847342832,1041.45
0.9812,0.3537098245,1041.54
0.9814,0.3120744512,1041.63
0.9816,0.207445894,1041.72
0.9818,0.2381480817,1041.81
0.982,0.2950157304,1041.9
0.9822,0.2065563736,1041.99
0.9824,0.2615153518,1042.08
0.9826,0.2223197919,1042.17
0.9828,0.2456840185,1042.26
0.983,0.1929808649,1042.35
0.9832,0.1794743155,1042.44
0.9834,0.1161631213,1042.53
0.9836,0.1494779844,1042.62
0.9838,0.1060200327,1042.71
0.984,0.1552273031,1042.8
0.9842,0.05511182636,1042.89
0.9844,0.1319845352,1042.98
0.9846,0.1231251186,1043.07
0.9848,0.09365234822,1043.16
0.985,-0.008214814859,1043.25
0.9852,-0.0135607957,1043.34
0.9854,0.02928982817,1043.43
0.9856,0.01048162316,1043.52
0.9858,-0.02439750834,1043.61
0.986,-0.0329082425,1043.7
0.9862,-0.08250774974,1043.79
0.9864,-0.095645181,1043.88
0.9866,-0.1131357207,1043.97
0.9868,-0.1080872003,1044.06
0.987,-0.1051894388,1044.15
0.9872,-0.1284692736,1044.24
0.9874,-0.1661918838,1044.33
0.9876,-0.1010128888,1044.42
0.9878,-0.1492384584,1044.51
0.988,-0.2108156844,1044.6
0.9882,-0.07688955517,1044.69
0.9884,-0.299428775,1044.78
0.9886,-0.1850036018,1044.87
0.9888,-0.2087191539,1044.96
0.989,-0.2572533436,1045.05
0.9892,-0.2871579838,1045.14
0.9894,-0.2603473426,1045.23
0.9896,-0.2254202855,1045.32
0.9898,-0.2423675199,1045.41
0.99,-0.2689512353,1045.5
0.9902,-0.2897846825,1045.59
0.9904,-0.3056551441,1045.68
0.9906,-0.2791856878,1045.77
0.9908,-0.3200253372,1045.86
0.991,-0.3239693571,1045.95
0.9912,-0.2866943658,1046.04
0.9914,-0.3701569751,1046.13
0.9916,-0.3431727407,1046.22
0.9918,-0.3664156373,1046.31
0.992,-0.404239806,1046.4
0.9922,-0.319669751,1046.49
0.9924,-0.4220372944,1046.58
0.9926,-0.4050013929,1046.67
0.9928,-0.4303325091,1046.76
0.993,-0.3851138381,1046.85
0.9932,-0.3855121382,1046.94
0.9934,-0.3493719466,1047.03
0.9936,-0.3550697395,1047.12
0.9938,-0.3621378353,1047.21
0.994,-0.4119041413,1047.3
0.9942,-0.3986496538,1047.39
0.9944,-0.4556588573,1047.48
0.9946,-0.491791752,1047.57
0.9948,-0.4104040862,1047.66
0.995,-0.4980181243,1047.75
0.9952,-0.446760769,1047.84
0.9954,-0.421404457,1047.93
0.9956,-0.4898697123,1048.02
0.9958,-0.4412417772,1048.11
0.996,-0.5030036635,1048.2
0.9962,-0.5180798304,1048.29
0.9964,-0.4981148969,1048.38
0.9966,-0.4618502622,1048.47
0.9968,-0.5950879141,1048.56
0.997,-0.5463728642,1048.65
0.9972,-0.5977937875,1048.74
0.9974,-0.5707906496,1048.83
0.9976,-0.574525625,1048.92
0.9978,-0.6652249522,1049.01
0.998,-0.6654114189,1049.1
0.9982,-0.6021283903,1049.19
0.9984,-0.6364089265,1049.28
0.9986,-0.6950151485,1049.37
0.9988,-0.6841241224,1049.46
0.999,-0.6664149332,1049.55
0.9992,-0.6856060651,1049.64
0.9994,-0.8224753508,1049.73
0.9996,-0.7799972031,1049.82
0.9998,-0.7113569375,1049.91
1,-0.8124389316,1050
1.0002,-0.8348745434,1050.09
1.0004,-0.8323561023,1050.18
1.0006,-0.8450393041,1050.27
1.0008,-0.8700425927,1050.36
1.001,-0.885720426,1050.45
1.0012,-0.9529397126,1050.54
1.0014,-0.9265516486,1050.63
1.0016,-0.9331254615,1050.72
1.0018,-0.9820992244,1050.81
1.002,-1.013308004,1050.9
1.0022,-1.056028391,1050.99
1.0024,-1.042502188,1051.08
1.0026,-1.118527146,1051.17
1.0028,-1.108918771,1051.26
1.003,-1.118108972,1051.35
1.0032,-1.221635734,1051.44
1.0034,-1.140615759,1051.53
1.0036,-1.228803308,1051.62
1.0038,-1.220848578,1051.71
1.004,-1.237761343,1051.8
1.0042,-1.234207497,1051.89
1.0044,-1.243085943,1051.98
1.0046,-1.225717473,1052.07
1.0048,-1.303801652,1052.16
1.005,-1.288823008,1052.25
1.0052,-1.26710678,1052.34
1.0054,-1.314097111,1052.43
1.0056,-1.327353006,1052.52
1.0058,-1.295441286,1052.61
1.006,-1.282527605,1052.7
1.0062,-1.290686307,1052.79
1.0064,-1.364343786,1052.88
1.0066,-1.307063584,1052.97
1.0068,-1.311449388,1053.06
1.007,-1.238512498,1053.15
1.0072,-1.301223882,1053.24
1.0074,-1.302531851,1053.33
1.0076,-1.227202186,1053.42
1.0078,-1.298865691,1053.51
1.008,-1.207007384,1053.6
1.0082,-1.191573441,1053.69
1.0084,-1.227031782,1053.78
1.0086,-1.193028465,1053.87
1.0088,-1.157262438,1053.96
1.009,-1.071388895,1054.05
1.0092,-1.123199762,1054.14
1.0094,-1.120020932,1054.23
1.0096,-1.04804581,1054.32
1.0098,-1.038817185,1054.41
1.01,-1.041156143,1054.5
1.0102,-0.9746365966,1054.59
1.0104,-0.923735301,1054.68
1.0106,-0.8539833853,1054.77
1.0108,-0.8389565157,1054.86
1.011,-0.7987871443,1054.95
1.0112,-0.7991276416,1055.04
1.0114,-0.6932463448,1055.13
1.0116,-0.7149096035,1055.22
1.0118,-0.6697339181,1055.31
1.012,-0.611827991,1055.4
1.0122,-0.5758927529,1055.49
1.0124,-0.4898123663,1055.58
1.0126,-0.4160465783,1055.67
1.0128,-0.3879188064,1055.76
1.013,-0.3530239108,1055.85
1.0132,-0.2745801858,1055.94
1.0134,-0.2501971894,1056.03
1.0136,-0.1369360547,1056.12
1.0138,-0.06283762917,1056.21
1.014,-0.07493038194,1056.3
1.0142,-0.02200533112,1056.39
1.0144,0.08472031381,1056.48
1.0146,0.1902244556,1056.57
1.0148,0.1477549492,1056.66
1.015,0.2644085932,1056.75
1.0152,0.2864162833,1056.84
1.0154,0.2852320462,1056.93
1.0156,0.3728791732,1057.02
1.0158,0.4398375365,1057.11
1.016,0.4610366736,1057.2
1.0162,0.6033734876,1057.29
1.0164,0.4847320518,1057.38
1.0166,0.6047642455,1057.47
1.0168,0.6511503136,1057.56
1.017,0.6881498925,1057.65
1.0172,0.7358665538,1057.74
1.0174,0.8077561633,1057.83
1.0176,0.8676815197,1057.92
1.0178,0.8915591508,1058.01
1.018,0.9526106687,1058.1
1.0182,0.957760042,1058.19
1.0184,0.9590222674,1058.28
1.0186,1.005772741,1058.37
1.0188,1.112842904,1058.46
1.019,1.07162463,1058.55
1.0192,1.105377513,1058.64
1.0194,1.163264236,1058.73
1.0196,1.194904985,1058.82
1.0198,1.192074525,1058.91
1.02,1.246419534,1059
1.0202,1.288721325,1059.09
1.0204,1.313087415,1059.18
1.0206,1.271299178,1059.27
1.0208,1.22287583,1059.36
1.021,1.244580686,1059.45
1.0212,1.253127198,1059.54
1.0214,1.312963133,1059.63
1.0216,1.353587718,1059.72
1.0218,1.327190299,1059.81
1.022,1.34529138,1059.9
1.0222,1.428130616,1059.99
1.0224,1.260034613,1060.08
1.0226,1.355106496,1060.17
1.0228,1.2971524,1060.26
1.023,1.266967987,1060.35
1.0232,1.267333687,1060.44
1.0234,1.260773509,1060.53
1.0236,1.338613638,1060.62
1.0238,1.266184005,1060.71
1.024,1.291665451,1060.8
1.0242,1.170350234,1060.89
1.0244,1.266691171,1060.98
1.0246,1.208537379,1061.07
1.0248,1.210546135,1061.16
1.025,1.118886129,1061.25
1.0252,1.159430015,1061.34
1.0254,1.122624942,1061.43
1.0256,1.089219085,1061.52
1.0258,1.078372885,1061.61
1.026,1.063948927,1061.7
1.0262,1.049003947,1061.79
1.0264,0.9819585115,1061.88
1.0266,1.023098376,1061.97
1.0268,0.9212876586,1062.06
1.027,0.9097043676,1062.15
1.0272,0.8603492967,1062.24
1.0274,0.7968031793,1062.33
1.0276,0.9524473343,1062.42
1.0278,0.9314895603,1062.51
1.028,0.8217758354,1062.6
1.0282,0.8032672205,1062.69
1.0284,0.7635272523,1062.78
1.0286,0.7815394117,1062.87
1.0288,0.7591994302,1062.96
1.029,0.6975519722,1063.05
1.0292,0.7202067136,1063.14
1.0294,0.6499219126,1063.23
1.0296,0.6782034621,1063.32
1.0298,0.7163169419,1063.41
1.03,0.6821887958,1063.5
1.0302,0.6482283672,1063.59
1.0304,0.6131834348,1063.68
1.0306,0.6872087757,1063.77
1.0308,0.5869345971,1063.86
1.031,0.4966955219,1063.95
1.0312,0.5570172993,1064.04
1.0314,0.4667296774,1064.13
1.0316,0.544545414,1064.22
1.0318,0.5266128726,1064.31
1.032,0.5829580659,1064.4
1.0322,0.5700082801,1064.49
1.0324,0.4936872308,1064.58
1.0326,0.4890032262,1064.67
1.0328,0.5173487391,1064.76
1.033,0.4388295771,1064.85
1.0332,0.4411800475,1064.94
1.0334,0.5227477035,1065.03
1.0336,0.41757662,1065.12
1.0338,0.4596057852,1065.21
1.034,0.5418026912,1065.3
1.0342,0.422926032,1065.39
1.0344,0.5085115168,1065.48
1.0346,0.3734422775,1065.57
1.0348,0.3854376297,1065.66
1.035,0.4686487013,1065.75
1.0352,0.4365390378,1065.84
1.0354,0.4031743314,1065.93
1.0356,0.3922306221,1066.02
1.0358,0.4319644143,1066.11
1.036,0.4569628388,1066.2
1.0362,0.3297019009,1066.29
1.0364,0.3537938663,1066.38
1.0366,0.3999017603,1066.47
1.0368,0.3427519046,1066.56
1.037,0.3848819109,1066.65
1.0372,0.3016392576,1066.74
1.0374,0.3863218148,1066.83
1.0376,0.3521421184,1066.92
1.0378,0.3240632559,1067.01
1.038,0.3183772179,1067.1
1.0382,0.3585572822,1067.19
1.0384,0.2379482986,1067.28
1.0386,0.2860159609,1067.37
1.0388,0.2289831101,1067.46
1.039,0.2166055125,1067.55
1.0392,0.2957465115,1067.64
1.0394,0.2451028292,1067.73
1.0396,0.2233374425,1067.82
1.0398,0.2300168916,1067.91
1.04,0.1677922553,1068
1.0402,0.2234310167,1068.09
1.0404,0.143949659,1068.18
1.0406,0.1719602135,1068.27
1.0408,0.1357315711,1068.36
1.041,0.1544299161,1068.45
1.0412,0.0667442875,1068.54
1.0414,0.1182222808,1068.63
1.0416,0.104411517,1068.72
1.0418,0.0615403895,1068.81
1.042,0.02102496304,1068.9
1.0422,-0.01697753486,1068.99
1.0424,-0.008065528105,1069.08
1.0426,0.007126165199,1069.17
1.0428,-0.04156476782,1069.26
1.043,-0.1041486625,1069.35
1.0432,-0.02880905634,1069.44
1.0434,-0.04945986785,1069.53
1.0436,-0.1005559963,1069.62
1.0438,-0.1518439815,1069.71
1.044,-0.1399366493,1069.8
1.0442,-0.1506179933,1069.89
1.0444,-0.1711613211,1069.98
1.0446,-0.1530065168,1070.07
1.0448,-0.252602062,1070.16
1.045,-0.1864670109,1070.25
1.0452,-0.2148683241,1070.34
1.0454,-0.1803213453,1070.43
1.0456,-0.2625058458,1070.52
1.0458,-0.2443400877,1070.61
1.046,-0.2649618705,1070.7
1.0462,-0.3427315976,1070.79
1.0464,-0.1833127201,1070.88
1.0466,-0.2959122636,1070.97
1.0468,-0.2756304438,1071.06
1.047,-0.3003718784,1071.15
1.0472,-0.3201653538,1071.24
1.0474,-0.3253272518,1071.33
1.0476,-0.4087552898,1071.42
1.0478,-0.3244173743,1071.51
1.048,-0.3687403827,1071.6
1.0482,-0.3646732991,1071.69
1.0484,-0.3173296181,1071.78
1.0486,-0.3677696314,1071.87
1.0488,-0.2974277366,1071.96
1.049,-0.3325682406,1072.05
1.0492,-0.3633973755,1072.14
1.0494,-0.3786661022,1072.23
1.0496,-0.4399685854,1072.32
1.0498,-0.3177339093,1072.41
1.05,-0.3434793193,1072.5
1.0502,-0.4239099857,1072.59
1.0504,-0.4210512675,1072.68
1.0506,-0.4903181722,1072.77
1.0508,-0.3885240593,1072.86
1.051,-0.4318668165,1072.95
1.0512,-0.4385772608,1073.04
1.0514,-0.4692142531,1073.13
1.0516,-0.4701036454,1073.22
1.0518,-0.4845468095,1073.31
1.052,-0.4981460153,1073.4
1.0522,-0.5075447754,1073.49
1.0524,-0.5201314127,1073.58
1.0526,-0.4352586951,1073.67
1.0528,-0.4235645461,1073.76
1.053,-0.607220727,1073.85
1.0532,-0.5422756287,1073.94
1.0534,-0.5771993758,1074.03
1.0536,-0.5893129172,1074.12
1.0538,-0.547869976,1074.21
1.054,-0.7220400779,1074.3
1.0542,-0.5721078784,1074.39
1.0544,-0.6961977059,1074.48
1.0546,-0.6269835891,1074.57
1.0548,-0.6678727546,1074.66
1.055,-0.6933397157,1074.75
1.0552,-0.6855037788,1074.84
1.0554,-0.7439210225,1074.93
1.0556,-0.6460565867,1075.02
1.0558,-0.8056435122,1075.11
1.056,-0.8212177216,1075.2
1.0562,-0.7824825574,1075.29
1.0564,-0.795511083,1075.38
1.0566,-0.7632060897,1075.47
1.0568,-0.843024613,1075.56
1.057,-0.9050640031,1075.65
1.0572,-0.902343894,1075.74
1.0574,-0.9323960201,1075.83
1.0576,-0.9375707591,1075.92
1.0578,-0.9243416793,1076.01
1.058,-0.9792221286,1076.1
1.0582,-1.014625952,1076.19
1.0584,-0.9845820184,1076.28
1.0586,-1.069738755,1076.37
1.0588,-1.055615465,1076.46
1.059,-1.060844965,1076.55
1.0592,-1.121293598,1076.64
1.0594,-1.072253254,1076.73
1.0596,-1.143768372,1076.82
1.0598,-1.082159674,1076.91
1.06,-1.182008101,1077
1.0602,-1.209831917,1077.09
1.0604,-1.253448069,1077.18
1.0606,-1.218650984,1077.27
1.0608,-1.211098504,1077.36
1.061,-1.311736288,1077.45
1.0612,-1.338597852,1077.54
1.0614,-1.326390638,1077.63
1.0616,-1.285290764,1077.72
1.0618,-1.294266501,1077.81
1.062,-1.338242053,1077.9
1.0622,-1.323602085,1077.99
1.0624,-1.311891354,1078.08
1.0626,-1.294975628,1078.17
1.0628,-1.36016229,1078.26
1.063,-1.383498177,1078.35
1.0632,-1.325882393,1078.44
1.0634,-1.232126145,1078.53
1.0636,-1.31531602,1078.62
1.0638,-1.30206198,1078.71
1.064,-1.268806779,1078.8
1.0642,-1.329501637,1078.89
1.0644,-1.218865264,1078.98
1.0646,-1.262504121,1079.07
1.0648,-1.283440708,1079.16
1.065,-1.197304963,1079.25
1.0652,-1.173346867,1079.34
1.0654,-1.099387122,1079.43
1.0656,-1.091040617,1079.52
1.0658,-1.100755968,1079.61
1.066,-1.015581146,1079.7
1.0662,-0.984752364,1079.79
1.0664,-0.9096775902,1079.88
1.0666,-0.9744963077,1079.97
1.0668,-0.900703461,1080.06
1.067,-0.8952852587,1080.15
1.0672,-0.814227826,1080.24
1.0674,-0.7239868328,1080.33
1.0676,-0.6949404269,1080.42
1.0678,-0.6985234096,1080.51
1.068,-0.7333657415,1080.6
1.0682,-0.6161891279,1080.69
1.0684,-0.5500864624,1080.78
1.0686,-0.4707218135,1080.87
1.0688,-0.385160561,1080.96
1.069,-0.3360662723,1081.05
1.0692,-0.3127825682,1081.14
1.0694,-0.2335918002,1081.23
1.0696,-0.2508350161,1081.32
1.0698,-0.1910956128,1081.41
1.07,-0.05087167332,1081.5
1.0702,-0.03429824635,1081.59
1.0704,0.04673320019,1081.68
1.0706,0.1002827206,1081.77
1.0708,0.1487250709,1081.86
1.071,0.1712494898,1081.95
1.0712,0.266866685,1082.04
1.0714,0.2897022893,1082.13
1.0716,0.3793169849,1082.22
1.0718,0.4388821843,1082.31
1.072,0.4468013431,1082.4
1.0722,0.5810651114,1082.49
1.0724,0.5597835526,1082.58
1.0726,0.6637738396,1082.67
1.0728,0.6117970606,1082.76
1.073,0.7383118096,1082.85
1.0732,0.7017124256,1082.94
1.0734,0.7573076222,1083.03
1.0736,0.7779596613,1083.12
1.0738,0.8681486728,1083.21
1.074,0.9217994747,1083.3
1.0742,0.9380383063,1083.39
1.0744,1.08473991,1083.48
1.0746,1.066687577,1083.57
1.0748,1.021459952,1083.66
1.075,1.094105969,1083.75
1.0752,1.113010354,1083.84
1.0754,1.160323826,1083.93
1.0756,1.17263751,1084.02
1.0758,1.138882654,1084.11
1.076,1.290942752,1084.2
1.0762,1.282187919,1084.29
1.0764,1.276274044,1084.38
1.0766,1.312490525,1084.47
1.0768,1.293906833,1084.56
1.077,1.260797909,1084.65
1.0772,1.251518816,1084.74
1.0774,1.328576393,1084.83
1.0776,1.273399961,1084.92
1.0778,1.295363501,1085.01
1.078,1.264868338,1085.1
1.0782,1.335556419,1085.19
1.0784,1.291448093,1085.28
1.0786,1.311022839,1085.37
1.0788,1.280465794,1085.46
1.079,1.242484836,1085.55
1.0792,1.299947589,1085.64
1.0794,1.264851104,1085.73
1.0796,1.223929724,1085.82
1.0798,1.274930788,1085.91
1.08,1.277854171,1086
1.0802,1.284985885,1086.09
1.0804,1.229433557,1086.18
1.0806,1.191608878,1086.27
1.0808,1.20046854,1086.36
1.081,1.112195285,1086.45
1.0812,1.121512717,1086.54
1.0814,1.10713076,1086.63
1.0816,1.015476253,1086.72
1.0818,1.083314279,1086.81
1.082,1.077538941,1086.9
1.0822,1.009861414,1086.99
1.0824,1.043002569,1087.08
1.0826,0.9361025396,1087.17
1.0828,0.9912807311,1087.26
1.083,0.9718723761,1087.35
1.0832,0.8874881631,1087.44
1.0834,0.8878337437,1087.53
1.0836,0.8451695551,1087.62
1.0838,0.797387666,1087.71
1.084,0.7658168495,1087.8
1.0842,0.7558216316,1087.89
1.0844,0.7929606521,1087.98
1.0846,0.6952734634,1088.07
1.0848,0.7338213742,1088.16
1.085,0.8190748355,1088.25
1.0852,0.7301313962,1088.34
1.0854,0.6934139303,1088.43
1.0856,0.6490311428,1088.52
1.0858,0.5595555582,1088.61
1.086,0.6671125051,1088.7
1.0862,0.6584640167,1088.79
1.0864,0.5990913286,1088.88
1.0866,0.5583061168,1088.97
1.0868,0.5766663071,1089.06
1.087,0.5333049897,1089.15
1.0872,0.590149841,1089.24
1.0874,0.5367056049,1089.33
1.0876,0.559259518,1089.42
1.0878,0.4835802234,1089.51
1.088,0.4520694345,1089.6
1.0882,0.4043466199,1089.69
1.0884,0.5026989021,1089.78
1.0886,0.4273280257,1089.87
1.0888,0.5224974543,1089.96
1.089,0.4673366723,1090.05
1.0892,0.4597607232,1090.14
1.0894,0.3786721631,1090.23
1.0896,0.4738152608,1090.32
1.0898,0.4624416338,1090.41
1.09,0.4880846854,1090.5
1.0902,0.4112001442,1090.59
1.0904,0.4296398634,1090.68
1.0906,0.4286904053,1090.77
1.0908,0.4350523564,1090.86
1.091,0.4363464019,1090.95
1.0912,0.4051613759,1091.04
1.0914,0.4069229812,1091.13
1.0916,0.4109501476,1091.22
1.0918,0.4318288113,1091.31
1.092,0.4067564369,1091.4
1.0922,0.3744285654,1091.49
1.0924,0.3471064885,1091.58
1.0926,0.3286061782,1091.67
1.0928,0.3682478296,1091.76
1.093,0.2934307501,1091.85
1.0932,0.2797158146,1091.94
1.0934,0.3096812843,1092.03
1.0936,0.2805140066,1092.12
1.0938,0.2804491677,1092.21
1.094,0.2944163432,1092.3
1.0942,0.2644297496,1092.39
1.0944,0.2694512016,1092.48
1.0946,0.2591353504,1092.57
1.0948,0.232490188,1092.66
1.095,0.1898725227,1092.75
1.0952,0.2326226049,1092.84
1.0954,0.1973571449,1092.93
1.0956,0.1600145248,1093.02
1.0958,0.1310077843,1093.11
1.096,0.1550233963,1093.2
1.0962,0.2136546439,1093.29
1.0964,0.1250200636,1093.38
1.0966,0.1406327126,1093.47
1.0968,0.07638354438,1093.56
1.097,0.04756425412,1093.65
1.0972,0.1059383752,1093.74
1.0974,0.05945980982,1093.83
1.0976,-0.01273711357,1093.92
1.0978,0.06026267063,1094.01
1.098,-0.006369309378,1094.1
1.0982,0.02528546658,1094.19
1.0984,0.01333505461,1094.28
1.0986,-0.05347405711,1094.37
1.0988,-0.09766074065,1094.46
1.099,-0.02949865944,1094.55
1.0992,-0.0126811211,1094.64
1.0994,-0.1010652626,1094.73
1.0996,-0.1871695195,1094.82
1.0998,-0.157972052,1094.91
1.1,-0.1334960775,1095
1.1002,-0.242011456,1095.09
1.1004,-0.2133298051,1095.18
1.1006,-0.2322512933,1095.27
1.1008,-0.2300689202,1095.36
1.101,-0.1427406003,1095.45
1.1012,-0.2288472777,1095.54
1.1014,-0.1818637508,1095.63
1.1016,-0.2498421059,1095.72
1.1018,-0.2682714606,1095.81
1.102,-0.2862215272,1095.9
1.1022,-0.2894768657,1095.99
1.1024,-0.2453694502,1096.08
1.1026,-0.2706763198,1096.17
1.1028,-0.2906056668,1096.26
1.103,-0.2896690121,1096.35
1.1032,-0.381990061,1096.44
1.1034,-0.3719320192,1096.53
1.1036,-0.4097538596,1096.62
1.1038,-0.3879439082,1096.71
1.104,-0.3267661166,1096.8
1.1042,-0.4131748966,1096.89
1.1044,-0.4193217047,1096.98
1.1046,-0.4130926408,1097.07
1.1048,-0.4484530533,1097.16
1.105,-0.400459734,1097.25
1.1052,-0.3844359128,1097.34
1.1054,-0.3659185455,1097.43
1.1056,-0.4146175329,1097.52
1.1058,-0.4054724754,1097.61
1.106,-0.3930851965,1097.7
1.1062,-0.4632018853,1097.79
1.1064,-0.4704746406,1097.88
1.1066,-0.4409959828,1097.97
1.1068,-0.4585273477,1098.06
1.107,-0.4782069842,1098.15
1.1072,-0.4798549202,1098.24
1.1074,-0.5092510617,1098.33
1.1076,-0.5368125039,1098.42
1.1078,-0.4978911412,1098.51
1.108,-0.5362013281,1098.6
1.1082,-0.5583760218,1098.69
1.1084,-0.508551204,1098.78
1.1086,-0.5424902185,1098.87
1.1088,-0.5160207753,1098.96
1.109,-0.5969342686,1099.05
1.1092,-0.5418747848,1099.14
1.1094,-0.5242002179,1099.23
1.1096,-0.6328883072,1099.32
1.1098,-0.6516339201,1099.41
1.11,-0.6783324128,1099.5
1.1102,-0.6925113153,1099.59
1.1104,-0.6898694783,1099.68
1.1106,-0.6881159959,1099.77
1.1108,-0.736731845,1099.86
1.111,-0.7173464081,1099.95
1.1112,-0.7960038174,1100.04
1.1114,-0.7885256722,1100.13
1.1116,-0.7609474291,1100.22
1.1118,-0.7688784988,1100.31
1.112,-0.7729017936,1100.4
1.1122,-0.8008932706,1100.49
1.1124,-0.8378369641,1100.58
1.1126,-0.9675608639,1100.67
1.1128,-0.9534429961,1100.76
1.113,-0.9703699079,1100.85
1.1132,-0.9744117468,1100.94
1.1134,-0.9792184454,1101.03
1.1136,-0.9606036699,1101.12
1.1138,-1.058184582,1101.21
1.114,-1.163105969,1101.3
1.1142,-1.134258462,1101.39
1.1144,-1.089772313,1101.48
1.1146,-1.099332644,1101.57
1.1148,-1.185386722,1101.66
1.115,-1.126918231,1101.75
1.1152,-1.171751054,1101.84
1.1154,-1.144455333,1101.93
1.1156,-1.314450015,1102.02
1.1158,-1.224652972,1102.11
1.116,-1.250283735,1102.2
1.1162,-1.254033237,1102.29
1.1164,-1.284369025,1102.38
1.1166,-1.308322513,1102.47
1.1168,-1.301982614,1102.56
1.117,-1.346239817,1102.65
1.1172,-1.392497797,1102.74
1.1174,-1.281653825,1102.83
1.1176,-1.329313178,1102.92
1.1178,-1.347027404,1103.01
1.118,-1.257809068,1103.1
1.1182,-1.313644216,1103.19
1.1184,-1.304734165,1103.28
1.1186,-1.266964503,1103.37
1.1188,-1.296038097,1103.46
1.119,-1.263375567,1103.55
1.1192,-1.289074244,1103.64
1.1194,-1.198914179,1103.73
1.1196,-1.220731781,1103.82
1.1198,-1.138172055,1103.91
1.12,-1.15567368,1104
1.1202,-1.108097674,1104.09
1.1204,-1.146420556,1104.18
1.1206,-1.123295623,1104.27
1.1208,-1.036431809,1104.36
1.121,-1.004654573,1104.45
1.1212,-1.01287655,1104.54
1.1214,-0.9425088249,1104.63
1.1216,-0.9366001217,1104.72
1.1218,-0.8688067622,1104.81
1.122,-0.8744982763,1104.9
1.1222,-0.7723298723,1104.99
1.1224,-0.7735247467,1105.08
1.1226,-0.6900089509,1105.17
1.1228,-0.6739226614,1105.26
1.123,-0.6095613253,1105.35
1.1232,-0.5564836048,1105.44
1.1234,-0.4996372264,1105.53
1.1236,-0.4051435421,1105.62
1.1238,-0.332005274,1105.71
1.124,-0.3248312138,1105.8
1.1242,-0.3342795061,1105.89
1.1244,-0.2324790974,1105.98
1.1246,-0.2144745447,1106.07
1.1248,-0.06522167138,1106.16
1.125,-0.05864459684,1106.25
1.1252,-0.00977717893,1106.34
1.1254,0.07075548736,1106.43
1.1256,0.09728967116,1106.52
1.1258,0.1963802184,1106.61
1.126,0.2415307439,1106.7
1.1262,0.2366694426,1106.79
1.1264,0.369007533,1106.88
1.1266,0.3772100275,1106.97
1.1268,0.4828418024,1107.06
1.127,0.4258661595,1107.15
1.1272,0.623487267,1107.24
1.1274,0.5935731745,1107.33
1.1276,0.6474955771,1107.42
1.1278,0.7533263377,1107.51
1.128,0.7270242111,1107.6
1.1282,0.8379738394,1107.69
1.1284,0.7825293284,1107.78
1.1286,0.9425930885,1107.87
1.1288,0.9877513196,1107.96
1.129,0.9958702602,1108.05
1.1292,0.9478113205,1108.14
1.1294,1.057242026,1108.23
1.1296,1.083251676,1108.32
1.1298,1.086969805,1108.41
1.13,1.098933781,1108.5
1.1302,1.142481839,1108.59
1.1304,1.157870933,1108.68
1.1306,1.20579973,1108.77
1.1308,1.261816868,1108.86
1.131,1.239337448,1108.95
